source_human_id,model,rag_exemplar_1,rag_exemplar_2,rag_mean_distance,reasoning,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q4_7,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q5_7,q5_8,q6_1,q6_2,q6_3,q6_4,q6_5,q6_6,q6_7,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q8_1,q8_2,q8_3,q8_4,q8_5,q8_6,q8_7,q9_1,q9_2,q9_3,q10_1,q10_2,q10_3,q10_4
H_0205,gpt4,H_0132,H_0133,2.0297,"I regularly use ChatGPT for planning vacations, so I intend to use it more in the future. ChatGPT makes researching destinations quicker and provides new insights I might not find otherwise. I find AI useful for getting updates on events and weather but I'm aware of the risks of false information. I find the tool quite easy to use, though learning it initially required effort. Overall, I'm positive about using ChatGPT for travel, enjoying the fun and interesting details it adds to planning.",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
H_0206,gpt4,H_0347,H_0352,2.0308,"Given my cautious stance on AI due to concerns about misinformation and bias, I only occasionally use ChatGPT for tasks such as vacation planning. Although I am knowledgeable about ChatGPT, I tend to be skeptical about its accuracy. I see potential in AI for speed and insights, but concerns about reliability persist. This ambivalence reflects in my neutral to slightly positive ratings for its usefulness, ease of use, and trust in providing travel information. While I recognize its potential, my reservations affect my likelihood of recommending or relying on it heavily.",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,4,4,4,4,2,4,3,4,3,3,4,3,3,3,3,3,3,3,3
H_0207,gpt4,H_0131,H_0003,1.5568,"I am not familiar with ChatGPT and I rarely use it, so my intention to use it for vacation planning is very low. I am concerned about AI risks such as misinformation and bias, which makes me skeptical about its usefulness in providing accurate travel information. Additionally, I find ChatGPT hard to use and do not trust it for critical tasks like planning vacations. My overall attitude towards using ChatGPT for vacations is negative due to these concerns.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H_0208,gpt4,H_0132,H_0129,1.6433,"As someone who regularly uses ChatGPT for vacation planning, I find it quite valuable. It provides unique insights and helps streamline decisions. However, I'm aware of AI's potential risks, like misinformation and bias, which makes me cautious. Despite these concerns, the overall ease of use and usefulness in providing detailed information make it a preferred tool for me. Trust in AI comes from familiarity, yet accuracy concerns persist. My attitude is generally favorable, as ChatGPT enhances creativity and offers comprehensive travel information, making vacations more fun and interesting.",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
H_0209,gpt4,H_0132,H_0341,2.5874,"As someone moderately familiar with ChatGPT and using it to plan vacations, I find it provides valuable insights, speeding up the process and making it more efficient. However, I harbor concerns about AI's potential for misinformation and bias. These concerns influence my trust level, although I still find AI tools helpful for real-time updates and specific travel tasks. ChatGPT's ease of use fits into my routine; I don't find it hard to navigate, which makes it a positive tool in my vacation planning arsenal. My overall attitude is favorable, but cautious enough to cross-check information.",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,3,3,4,4,4,4
H_0210,gpt4,H_0338,H_0352,2.9386,"I find ChatGPT generally useful for a range of tasks, but I don't often use it specifically for vacation planning, which is why my intention scores are moderate. I do recognize its potential for speeding up research, so the usefulness scores are slightly higher. For specific planning tasks, AI is useful but not the best for pricing or local insights due to concerns about potential bias and inadequate real-time info. ChatGPT is easy to use, and I trust it somewhat, given its reliability issues. Overall, my attitude towards using ChatGPT for travel is neutral, acknowledging its pros and cons.",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,4,4,5,4,4,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3
H_0211,gpt4,H_0132,H_0133,2.5625,"I find ChatGPT moderately useful for vacation planning as it can provide insights and help organize my trips. However, I am concerned about potential misinformation and biases, which affects my trust. I plan to use it for trip planning but will verify the information through other sources. I find ChatGPT easy to use and believe it helps enhance planning efficiency. Still, I would not rely solely on it for accurate travel information. I have a favorable attitude towards using it as part of my travel planning toolkit, but I remain cautious.",3,4,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,3,3,3,4,3,4,4,4,4,4,2,4,4,4,4,4,4,3,3,4,3,4,3,3,4
H_0212,gpt4,H_0332,H_0343,1.5704,"Although I'm moderately familiar with ChatGPT, my usage is rare. I am highly concerned about AI risks, which affects my intention to use it for planning vacations. I am neutral about its usefulness because I haven't experienced its benefits directly. Therefore, I don't find it very useful for specific planning tasks. Given my limited interaction, I find it moderately easy to use but still not as straightforward as I would like. I trust AI to some extent but remain wary of inaccuracies. My overall attitude is neutral because of my concerns about AI risks and my infrequent use of it.",2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
H_0213,gpt4,H_0666,H_0130,2.4055,"I find ChatGPT quite useful for generating ideas and writing, but haven't used it much for vacation planning. I'm neutral about its usefulness for research speed and effectiveness given my moderate familiarity with it. While I don't frequently rely on AI for travel, I see its potential in enhancing research efficiency. I find ChatGPT easy to use for general queries, though I haven't explored its travel-specific capabilities. I have some concerns about AI accuracy, impacting my trust when it comes to travel info. Overall, while I'm open to using it for travel, it's not my primary tool for planning yet.",2,2,2,2,1,1,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,2,2,2,3,3,1,3,3,3,3,3,3,3
H_0214,gpt4,H_0346,H_0343,2.6959,"I don't really see myself using ChatGPT for vacation planning since I usually rely on traditional resources. I'm moderately familiar with it for entertainment and general questions but not for trip planning. I have concerns about AI perpetuating bias and misinformation. Considering that, I might use it for quick queries but not for detailed planning. AI's usefulness for specific travel tasks seems moderate to me. Interacting with ChatGPT is relatively easy, though I am skeptical about its completeness and accuracy in travel info. Overall, I'm neutral about using ChatGPT for vacations, preferring other trusted sources.",2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2
H_0215,gpt4,H_0132,H_0341,2.2839,"I tend to use ChatGPT frequently for gathering more insights and assisting in writing, which suggests I'll likely use it for vacation planning too. I find it very useful for research tasks as it provides quick and comprehensive information, making the process efficient. I perceive AI as useful for real-time updates and tailored recommendations, though I remain moderately concerned about its susceptibility to bias and misinformation. I find ChatGPT easy to use, with clear interactions and a flexible interface. Trusting AI to provide accurate travel information is moderate due to concerns about misinformation. Overall, my attitude towards using ChatGPT for vacations is positive, seeing it as a good tool to enhance travel experiences.",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,3,3,4,4,4,4
H_0216,gpt4,H_0133,H_0665,2.9162,"I plan on using ChatGPT for vacation planning to some extent, mainly to research and gather insights, though I still rely on other sources for comprehensive plans. I find it useful for getting quick information and generating ideas, which I value, though I'm aware it can sometimes present outdated or biased data. I have some trust in AI for specific tasks, like getting background information on destinations or tips that are hard to find elsewhere. ChatGPT is relatively easy to use, though it's not always straightforward to interact with for detailed tasks. I generally have a positive attitude towards using ChatGPT in planning vacations, as it adds an interesting layer to the process, though it’s not the sole tool I would use.",3,4,4,3,3,3,3,3,3,4,4,3,3,4,4,3,3,3,3,3,4,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
H_0217,gpt4,H_0336,H_0130,1.8385,"I don't plan to use ChatGPT much for vacation planning as I usually don't use it for such purposes. However, I acknowledge that it can provide useful insights quickly, though I haven't needed it for travel yet. My confidence in its accuracy isn't high for planning, as I prefer human recommendations. I find ChatGPT easy to use for getting insights, so I have a neutral attitude toward using it for vacations, even if it might make traveling more interesting or fun. Overall, I don't trust AI fully for travel information.",1,2,2,1,1,1,2,2,2,2,3,3,2,2,3,3,3,3,2,2,3,3,4,4,4,3,3,2,3,3,3,2,3,3,2,2,2,2,3,3,3,3
H_0218,gpt4,H_0343,H_0001,2.372,"As someone who rarely uses ChatGPT, I don't foresee myself using it extensively for vacation planning, which reflects in ratings around 2. I think ChatGPT can be useful based on its ability to process information quickly but still see it as a complement rather than a primary tool, so I rate perceived usefulness at 3. For specific tasks, I recognize some potential but am still cautious, thus a 3. Its ease of use is pretty high since I feel confident navigating it, so around 4. Trust is moderate at 3, considering my concerns about misinformation. Overall, my attitude is moderately positive, but not overly enthusiastic, so I rate it around 3.",2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,4,3,3,3,3,4,3,3,3,3,3,3,3,3
H_0219,gpt4,H_0132,H_0129,2.404,"I use ChatGPT regularly for vacation planning and find it quite helpful for researching locations and planning itineraries, so my behavioral intention to use it is high (4). I believe ChatGPT speeds up and improves the quality of my vacation planning due to its ability to provide insights that I might not find elsewhere (4). ChatGPT is useful for specific planning tasks like finding deals and providing local insights (4). I find it very easy to use, with a user-friendly interface (4), hence I score low on the reverse-coded question. I have some concerns about AI accuracy, but generally, I trust it to provide useful travel information (4). Overall, I have a positive attitude towards using ChatGPT for vacations as it enhances the experience (4).",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
H_0220,gpt4,H_0130,H_0343,2.6243,"I use ChatGPT mainly for solving problems and getting answers on various topics, but not for vacation planning. My concerns about misinformation and bias make me cautious in relying on it for accurate travel data. Although I find ChatGPT useful for insights, I don't fully trust it for vacations. It's somewhat easy to use, but I don't consider it a primary tool for travel planning. I see potential in using it for quick checks or initial ideas, but I wouldn't rely on it for detailed itinerary planning. My overall attitude is neutral, as I haven't found compelling reasons to use it for vacations yet.",2,2,2,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
H_0221,gpt4,H_0343,H_0130,1.9652,"I rarely use ChatGPT for planning vacations as I'm more accustomed to other methods. I find it moderately useful for getting quick information but not necessarily more efficient than traditional searches. I'm concerned about its potential inaccuracies and biases, but I do find it somewhat easy to use, especially as I know how to interact with it. My trust in AI for precise travel info is moderate. While I see its potential, I'm neutral about using it for planning vacations.",2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
H_0222,gpt4,H_0004,H_0349,1.5297,"I am not very familiar with ChatGPT and rarely use it, so my likelihood of using it for vacation planning is low. I have concerns about AI generating misinformation, which affects my trust and perceived usefulness. I find ChatGPT not easy to use given my lack of familiarity. My attitude towards using ChatGPT for vacations is neutral because I see potential but have reservations due to misinformation risks.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,5,1,1,1,1,1,1,1,3,3,3,3,3,3,3
H_0223,gpt4,H_0340,H_0343,1.5536,"I rarely use ChatGPT, so my behavioral intention to use it for vacation planning is low. I don’t find it particularly useful for research without additional context checks, and I have moderate concerns about AI's potential for misinformation and bias. I see ChatGPT as somewhat easy to use but not intuitive enough to increase my trust. Overall, my attitude towards using it for vacation planning isn't very positive, mainly due to low familiarity and trust issues.",2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
